from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
2003,PORI1,2,0,210__1__408__TZM__306__1__306__1,KPL__1__6423__RAIL____Total_Day_Count
TAIT2,9251,2,0,HVL__0__3836__RAIL____Total_Day_Count,120__0__437__TZM__419__419
5915,5915,2,0,22__0__431__NBM__205__4__205__4,21__0__431__NBM__14__2__14__2
4915,4915,2,0,22__1__438__NBM__205__4__205__4,21__1__438__NBM__35__3__35__3
8580,UPPE,2,240,110__1__488__TZM__513__1__513__1,HVL__1__3865__RAIL____Total_Day_Count
6055,6017,2,240,1__1__516__TZM__114__1__114__1,23__0__425__TZM__215__215
8580,UPPE,2,240,110__1__436__TZM__503__1__503__1,HVL__1__3833__RAIL____Total_Day_Count
WATE2,9140,2,0,HVL__0__3852__RAIL____Total_Day_Count,160__0__441__TZM__601__1__601__1
3081,3081,2,120,60__1__402__MNM__2091__2091,1__1__406__TZM__102__1__102__1
8580,UPPE,2,240,112__1__408__TZM__502__1__502__1,HVL__1__3831__RAIL____Total_Day_Count
PARA2,1001,2,240,KPL__0__6432__RAIL____Total_Day_Count,262__0__411__UZM__713__713
PORI2,2001,2,0,KPL__0__6456__RAIL____Total_Day_Count,210__0__421__TZM__312__1__312__1
3081,3081,2,120,60__1__418__MNM__2021__2021,1__1__438__TZM__201__1__201__1
PARA2,1001,2,240,KPL__0__6444__RAIL____Total_Day_Count,262__0__417__UZM__711__711
7720,6720,2,0,29__0__413__TZM__108__1__108__1,7__0__447__TZM__107__1__107__1
8580,UPPE,2,240,111__0__419__TZM__502__1__502__1,HVL__1__3827__RAIL____Total_Day_Count
3081,3081,2,120,60__1__412__MNM__2101__2101,1__1__426__TZM__116__1__116__1
WATE2,9140,2,0,HVL__0__3828__RAIL____Total_Day_Count,170__0__421__TZM__601__1__601__1
8580,UPPE,2,240,111__0__431__TZM__504__1__504__1,HVL__1__3839__RAIL____Total_Day_Count
4915,4915,2,0,22__1__406__NBM__32__2__32__2,21__1__406__NBM__31__2__31__2
1001,PARA1,2,0,262__1__418__UZM__705__705,KPL__1__6453__RAIL____Total_Day_Count
3000,3000,2,120,1__0__487__TZM__114__1__114__1,60__0__447__MNM__2042__2042
3000,3000,2,120,1__0__405__TZM__111__2__111__2,60__0__405__MNM__2101__2101
2002,PORI2,2,0,60__0__437__MNM__2102__2102,KPL__0__6454__RAIL____Total_Day_Count
4915,4915,2,0,22__1__428__NBM__31__2__31__2,21__1__428__NBM__32__2__32__2
4915,4915,2,0,22__1__404__NBM__26__2__26__2,21__1__404__NBM__19__2__19__2
WATE2,9165,2,0,HVL__0__3842__RAIL____Total_Day_Count,130__0__447__TZM__404__1__404__1
PARA2,1001,2,240,KPL__0__6428__RAIL____Total_Day_Count,262__0__409__UZM__712__712
3000,3000,2,120,1__0__415__TZM__116__1__116__1,60__0__411__MNM__2111__2111
1001,PARA1,2,0,262__1__404__UZM__712__712,KPL__1__6425__RAIL____Total_Day_Count
PORI2,2003,2,0,KPL__0__6426__RAIL____Total_Day_Count,220__1__414__TZM__301__1__301__1
8580,UPPE,2,240,111__0__415__TZM__504__1__504__1,HVL__1__3823__RAIL____Total_Day_Count
2001,PORI1,2,0,220__0__447__TZM__309__1__309__1,KPL__1__6453__RAIL____Total_Day_Count
2002,PORI2,2,0,60__0__453__MNM__2042__2042,KPL__0__6468__RAIL____Total_Day_Count
1001,PARA1,2,0,262__1__410__UZM__713__713,KPL__1__6437__RAIL____Total_Day_Count
TAIT2,9297,2,0,HVL__0__3848__RAIL____Total_Day_Count,121__0__419__TZM__407__1__407__1
WAIK,1501,2,240,KPL__0__6422__RAIL____Total_Day_Count,281__0__405__UZM__708__708
PETO2,9001,2,0,HVL__0__3830__RAIL____Total_Day_Count,150__0__413__TZM__413__413
8140,WATE1,2,0,160__1__426__TZM__601__1__601__1,HVL__1__3835__RAIL____Total_Day_Count
TAIT2,9297,2,0,HVL__0__3860__RAIL____Total_Day_Count,121__0__425__TZM__401__1__401__1
UPPE,8579,2,240,HVL__0__3822__RAIL____Total_Day_Count,110__0__407__TZM__508__508
2002,PORI2,2,0,60__0__419__MNM__2021__2021,KPL__0__6436__RAIL____Total_Day_Count
8580,UPPE,2,240,110__1__472__TZM__510__510,HVL__1__3851__RAIL____Total_Day_Count
2001,PORI1,2,0,220__0__411__TZM__307__1__307__1,KPL__1__6417__RAIL____Total_Day_Count
PETO2,9001,2,0,HVL__0__3856__RAIL____Total_Day_Count,154__0__421__TZM__418__418
8140,WATE1,2,0,170__0__409__TZM__605__605,HVL__1__3817__RAIL____Total_Day_Count
8140,WATE1,2,0,160__1__404__TZM__605__605,HVL__1__3813__RAIL____Total_Day_Count
WATE2,9165,2,0,HVL__0__3846__RAIL____Total_Day_Count,150__0__427__TZM__405__1__405__1
WAIK,1501,2,240,KPL__0__6420__RAIL____Total_Day_Count,280__0__405__UZM__706__706
TAIT2,9297,2,0,HVL__0__3844__RAIL____Total_Day_Count,121__0__417__TZM__401__1__401__1
PORI1,2002,2,0,KPL__1__6421__RAIL____Total_Day_Count,60__1__414__MNM__2111__2111
TAIT2,9251,2,0,HVL__0__3814__RAIL____Total_Day_Count,120__0__403__TZM__408__1__408__1
WATE2,9140,2,0,HVL__0__3848__RAIL____Total_Day_Count,170__0__441__TZM__601__1__601__1
8251,TAIT1,2,0,120__1__464__TZM__416__416,HVL__1__3847__RAIL____Total_Day_Count
UPPE,8579,2,240,HVL__0__3818__RAIL____Total_Day_Count,110__0__403__TZM__503__1__503__1
PORI2,2002,2,0,KPL__0__6444__RAIL____Total_Day_Count,236__0__413__TZM__306__1__306__1
9001,PETO1,2,0,150__1__414__TZM__404__1__404__1,HVL__1__3831__RAIL____Total_Day_Count
5915,5915,2,0,21__0__433__NBM__34__2__34__2,22__0__433__NBM__6__2__6__2
PORI2,2002,2,0,KPL__0__6456__RAIL____Total_Day_Count,236__0__419__TZM__307__1__307__1
PORI2,2003,2,0,KPL__0__6434__RAIL____Total_Day_Count,220__1__422__TZM__304__1__304__1
2003,PORI1,2,0,210__1__414__TZM__308__1__308__1,KPL__1__6435__RAIL____Total_Day_Count
PARA2,1000,2,0,KPL__0__6464__RAIL____Total_Day_Count,260__0__427__UZM__703__1__703__1
PORI2,2003,2,0,KPL__0__6432__RAIL____Total_Day_Count,226__0__419__TZM__301__1__301__1
2002,PORI1,2,0,230__1__430__TZM__307__1__307__1,KPL__1__6465__RAIL____Total_Day_Count
PORI2,2001,2,0,KPL__0__6434__RAIL____Total_Day_Count,226__0__423__TZM__302__1__302__1
TAIT2,9251,2,0,HVL__0__3858__RAIL____Total_Day_Count,120__0__475__TZM__416__416
PORI2,2001,2,0,KPL__0__6422__RAIL____Total_Day_Count,226__0__411__TZM__307__1__307__1
8165,WATE1,2,0,130__1__462__TZM__414__414,HVL__1__3845__RAIL____Total_Day_Count
WATE2,9165,2,0,HVL__0__3826__RAIL____Total_Day_Count,130__0__415__TZM__411__411
PORI2,2002,2,0,KPL__0__6428__RAIL____Total_Day_Count,236__0__405__TZM__310__310
9001,PETO1,2,0,150__1__432__TZM__405__1__405__1,HVL__1__3849__RAIL____Total_Day_Count
PORI2,2002,2,0,KPL__0__6440__RAIL____Total_Day_Count,236__0__411__TZM__306__1__306__1
8580,UPPE,2,240,112__1__414__TZM__504__1__504__1,HVL__1__3843__RAIL____Total_Day_Count
7720,6720,2,0,29__0__403__TZM__106__1__106__1,7__0__409__TZM__208__1__208__1
6720,7720,2,120,7__0__495__TZM__119__1__119__1,29__1__430__TZM__101__2__101__2
7700,7720,2,30,7__1__496__TZM__203__1__203__1,29__1__430__TZM__101__2__101__2
2003,PORI1,2,0,210__1__412__TZM__305__1__305__1,KPL__1__6431__RAIL____Total_Day_Count
8580,UPPE,2,240,110__1__464__TZM__508__508,HVL__1__3847__RAIL____Total_Day_Count
WAIK,1501,2,240,KPL__0__6460__RAIL____Total_Day_Count,280__0__425__UZM__715__715
5915,5915,2,0,21__0__411__NBM__31__2__31__2,22__0__411__NBM__202__4__202__4
4915,4915,2,0,21__1__410__NBM__31__2__31__2,22__1__410__NBM__32__2__32__2
4915,4915,2,0,21__1__422__NBM__201__4__201__4,22__1__422__NBM__204__4__204__4
8165,WATE1,2,0,150__1__416__TZM__415__1__415__1,HVL__1__3831__RAIL____Total_Day_Count
PORI2,2001,2,0,KPL__0__6464__RAIL____Total_Day_Count,210__0__425__TZM__312__1__312__1
1501,WAIK,2,240,281__0__403__UZM__706__706,KPL__1__6421__RAIL____Total_Day_Count
6733,6730,2,120,7__0__409__TZM__208__1__208__1,27__1__404__TZM__110__1__110__1
6733,6730,2,120,7__0__423__TZM__111__2__111__2,27__1__408__TZM__109__2__109__2
2003,PORI1,2,0,226__0__409__TZM__308__1__308__1,KPL__1__6417__RAIL____Total_Day_Count
1501,WAIK,2,240,290__0__407__UZM__717__717,KPL__1__6443__RAIL____Total_Day_Count
PORI2,2001,2,0,KPL__0__6420__RAIL____Total_Day_Count,210__0__403__TZM__309__1__309__1
WAIK,1501,2,240,KPL__0__6452__RAIL____Total_Day_Count,280__0__421__UZM__719__719
2001,PORI1,2,0,220__0__427__TZM__304__1__304__1,KPL__1__6433__RAIL____Total_Day_Count
WATE2,9165,2,0,HVL__0__3822__RAIL____Total_Day_Count,130__0__409__TZM__410__410
PORI1,2002,2,0,KPL__1__6449__RAIL____Total_Day_Count,60__1__442__MNM__2071__2071
UPPE,8579,2,240,HVL__0__3864__RAIL____Total_Day_Count,110__0__483__TZM__509__509
TAIT2,9251,2,0,HVL__0__3856__RAIL____Total_Day_Count,120__0__473__TZM__408__1__408__1
WATE2,9140,2,0,HVL__0__3836__RAIL____Total_Day_Count,160__0__425__TZM__602__1__602__1
UPPE,8579,2,240,HVL__0__3844__RAIL____Total_Day_Count,111__0__437__TZM__505__1__505__1
UPPE,8579,2,240,HVL__0__3836__RAIL____Total_Day_Count,111__0__429__TZM__504__1__504__1
UPPE,8579,2,240,HVL__0__3828__RAIL____Total_Day_Count,111__0__421__TZM__507__507
PETO2,9001,2,0,HVL__0__3862__RAIL____Total_Day_Count,150__0__439__TZM__406__1__406__1
8140,WATE1,2,0,160__1__410__TZM__602__1__602__1,HVL__1__3819__RAIL____Total_Day_Count
PORI2,2003,2,0,KPL__0__6420__RAIL____Total_Day_Count,226__0__407__TZM__305__1__305__1
2002,PORI2,2,0,60__0__439__MNM__2071__2071,KPL__0__6456__RAIL____Total_Day_Count
9001,PETO1,2,0,150__1__426__TZM__418__418,HVL__1__3843__RAIL____Total_Day_Count
2003,PORI1,2,0,226__0__413__TZM__301__1__301__1,KPL__1__6421__RAIL____Total_Day_Count
3000,3000,2,120,1__0__447__TZM__212__1__212__1,60__0__427__MNM__2071__2071
PETO2,9001,2,0,HVL__0__3850__RAIL____Total_Day_Count,150__0__433__TZM__413__413
2001,PORI1,2,0,220__0__415__TZM__308__1__308__1,KPL__1__6421__RAIL____Total_Day_Count
WATE2,9140,2,0,HVL__0__3822__RAIL____Total_Day_Count,160__0__411__TZM__601__1__601__1
7720,7700,2,60,29__0__425__TZM__101__2__101__2,7__1__488__TZM__204__1__204__1
2003,PORI1,2,0,226__0__425__TZM__301__1__301__1,KPL__1__6433__RAIL____Total_Day_Count
PETO2,9001,2,0,HVL__0__3828__RAIL____Total_Day_Count,150__0__411__TZM__415__1__415__1
8165,WATE1,2,0,130__1__404__TZM__402__1__402__1,HVL__1__3813__RAIL____Total_Day_Count
2001,PORI1,2,0,226__0__417__TZM__307__1__307__1,KPL__1__6423__RAIL____Total_Day_Count
6733,6730,2,120,7__0__401__TZM__204__1__204__1,27__1__400__TZM__109__2__109__2
8580,UPPE,2,240,110__1__476__TZM__503__1__503__1,HVL__1__3853__RAIL____Total_Day_Count
PORI2,2001,2,0,KPL__0__6416__RAIL____Total_Day_Count,220__0__405__TZM__303__1__303__1
PARA2,1001,2,240,KPL__0__6458__RAIL____Total_Day_Count,261__0__423__UZM__711__711
WAIK,1501,2,240,KPL__0__6452__RAIL____Total_Day_Count,290__0__411__UZM__717__717
PORI2,2002,2,0,KPL__0__6470__RAIL____Total_Day_Count,236__0__429__TZM__305__1__305__1
8165,WATE1,2,0,130__1__458__TZM__404__1__404__1,HVL__1__3843__RAIL____Total_Day_Count
8580,UPPE,2,240,110__1__424__TZM__508__508,HVL__1__3827__RAIL____Total_Day_Count
WATE2,9165,2,0,HVL__0__3852__RAIL____Total_Day_Count,150__0__433__TZM__413__413
2003,PORI1,2,0,226__0__447__TZM__309__1__309__1,KPL__1__6455__RAIL____Total_Day_Count
TAIT2,9251,2,0,HVL__0__3866__RAIL____Total_Day_Count,120__0__483__TZM__415__1__415__1
WAIK,1501,2,240,KPL__0__6458__RAIL____Total_Day_Count,281__0__423__UZM__715__715
2003,PORI1,2,0,226__0__435__TZM__302__1__302__1,KPL__1__6443__RAIL____Total_Day_Count
PARA2,1000,2,0,KPL__0__6420__RAIL____Total_Day_Count,250__0__405__UZM__710__710
6055,6017,2,240,1__1__470__TZM__102__1__102__1,23__0__419__TZM__109__2__109__2
3000,3000,2,120,1__0__423__TZM__212__1__212__1,60__0__415__MNM__2021__2021
TAIT2,9251,2,0,HVL__0__3838__RAIL____Total_Day_Count,120__0__441__TZM__416__416
PETO2,9001,2,0,HVL__0__3854__RAIL____Total_Day_Count,150__0__435__TZM__406__1__406__1
PORI2,2002,2,0,KPL__0__6464__RAIL____Total_Day_Count,230__0__427__TZM__304__1__304__1
WATE2,9140,2,0,HVL__0__3832__RAIL____Total_Day_Count,160__0__421__TZM__601__1__601__1
8165,WATE1,2,0,130__1__418__TZM__410__410,HVL__1__3823__RAIL____Total_Day_Count
2001,PORI1,2,0,220__0__401__TZM__304__1__304__1,KPL__1__6409__RAIL____Total_Day_Count
2003,PORI1,2,0,220__1__400__TZM__303__1__303__1,KPL__1__6409__RAIL____Total_Day_Count
8251,TAIT1,2,0,120__1__452__TZM__409__1__409__1,HVL__1__3841__RAIL____Total_Day_Count
PORI2,2003,2,0,KPL__0__6436__RAIL____Total_Day_Count,226__0__423__TZM__302__1__302__1
PARA2,1000,2,0,KPL__0__6412__RAIL____Total_Day_Count,250__0__401__UZM__712__712
PORI2,2003,2,0,KPL__0__6428__RAIL____Total_Day_Count,226__0__415__TZM__308__1__308__1
8580,UPPE,2,240,110__1__432__TZM__510__510,HVL__1__3831__RAIL____Total_Day_Count
3000,3000,2,120,1__0__475__TZM__116__1__116__1,60__0__441__MNM__2082__2082
8140,WATE1,2,0,170__0__453__TZM__412__412,HVL__1__3861__RAIL____Total_Day_Count
8251,TAIT1,2,0,120__1__432__TZM__416__416,HVL__1__3831__RAIL____Total_Day_Count
UPPE,8579,2,240,HVL__0__3848__RAIL____Total_Day_Count,111__0__441__TZM__507__507
TREN,9525,2,240,HVL__0__3822__RAIL____Total_Day_Count,114__1__404__TZM__502__1__502__1
3081,3081,2,120,60__1__440__MNM__2102__2102,1__1__482__TZM__201__1__201__1
6224,6224,2,240,2__1__488__NBM__8__2__8__2,12__0__423__NBM__25__3__25__3
6733,6730,2,120,7__0__495__TZM__119__1__119__1,27__1__430__TZM__110__1__110__1
PORI1,2002,2,0,KPL__1__6419__RAIL____Total_Day_Count,60__1__412__MNM__2101__2101
3081,3081,2,120,19__0__437__TZM__210__1__210__1,1__1__484__TZM__216__216
1501,WAIK,2,240,281__0__401__UZM__706__706,KPL__1__6417__RAIL____Total_Day_Count
6733,6730,2,120,7__0__405__TZM__204__1__204__1,27__1__402__TZM__110__1__110__1
9525,TREN,2,240,114__0__423__TZM__505__1__505__1,HVL__1__3857__RAIL____Total_Day_Count
9001,PETO1,2,0,154__0__421__TZM__418__418,HVL__1__3855__RAIL____Total_Day_Count
2002,PORI1,2,0,236__1__420__TZM__307__1__307__1,KPL__1__6451__RAIL____Total_Day_Count
7720,6720,2,0,29__0__415__TZM__106__1__106__1,7__0__455__TZM__113__1__113__1
PORI2,2001,2,0,KPL__0__6424__RAIL____Total_Day_Count,210__0__405__TZM__306__1__306__1
TAIT2,9251,2,0,HVL__0__3820__RAIL____Total_Day_Count,120__0__409__TZM__405__1__405__1
PORI2,2001,2,0,KPL__0__6416__RAIL____Total_Day_Count,210__0__401__TZM__304__1__304__1
8165,WATE1,2,0,150__1__404__TZM__413__413,HVL__1__3817__RAIL____Total_Day_Count
8140,WATE1,2,0,160__1__446__TZM__601__1__601__1,HVL__1__3855__RAIL____Total_Day_Count
8165,WATE1,2,0,150__1__428__TZM__412__412,HVL__1__3843__RAIL____Total_Day_Count
WATE2,9165,2,0,HVL__0__3840__RAIL____Total_Day_Count,130__0__443__TZM__406__1__406__1
WATE2,9165,2,0,HVL__0__3856__RAIL____Total_Day_Count,150__0__435__TZM__406__1__406__1
UPPE,8579,2,240,HVL__0__3840__RAIL____Total_Day_Count,111__0__433__TZM__502__1__502__1
UPPE,8579,2,240,HVL__0__3832__RAIL____Total_Day_Count,111__0__425__TZM__505__1__505__1
TREN,9525,2,240,HVL__0__3814__RAIL____Total_Day_Count,114__1__400__TZM__505__1__505__1
WATE2,9140,2,0,HVL__0__3850__RAIL____Total_Day_Count,170__0__443__TZM__604__1__604__1
2002,PORI2,2,0,60__0__443__MNM__2042__2042,KPL__0__6460__RAIL____Total_Day_Count
PORI2,2001,2,0,KPL__0__6438__RAIL____Total_Day_Count,226__0__427__TZM__304__1__304__1
2002,PORI2,2,0,60__0__405__MNM__2101__2101,KPL__0__6422__RAIL____Total_Day_Count
6224,6224,2,240,2__1__458__NBM__35__3__35__3,12__0__413__NBM__27__2__27__2
3081,3081,2,120,60__1__450__MNM__2042__2042,1__1__498__TZM__212__1__212__1
PORI2,2003,2,0,KPL__0__6412__RAIL____Total_Day_Count,220__1__400__TZM__303__1__303__1
7026,7224,2,240,12__1__428__NBM__30__2__30__2,2__0__491__NBM__1002__4__1002__4
8251,TAIT1,2,0,120__1__436__TZM__409__1__409__1,HVL__1__3833__RAIL____Total_Day_Count
8140,WATE1,2,0,170__0__431__TZM__601__1__601__1,HVL__1__3839__RAIL____Total_Day_Count
PETO2,9001,2,0,HVL__0__3858__RAIL____Total_Day_Count,150__0__437__TZM__418__418
UPPE,8579,2,240,HVL__0__3854__RAIL____Total_Day_Count,112__0__421__TZM__504__1__504__1
UPPE,8579,2,240,HVL__0__3824__RAIL____Total_Day_Count,111__0__417__TZM__502__1__502__1
PORI2,2003,2,0,KPL__0__6438__RAIL____Total_Day_Count,220__1__426__TZM__301__1__301__1
3000,3000,2,120,1__0__449__TZM__201__1__201__1,19__0__425__TZM__213__1__213__1
6733,6730,2,120,7__0__503__TZM__117__1__117__1,27__1__422__TZM__109__2__109__2
8165,WATE1,2,0,150__1__418__TZM__413__413,HVL__1__3833__RAIL____Total_Day_Count
3000,3000,2,120,1__0__483__TZM__102__1__102__1,60__0__445__MNM__2032__2032
6224,6224,2,240,2__1__428__NBM__1005__1__1005__1,12__0__403__NBM__13__2__13__2
6224,6224,2,240,2__1__430__NBM__3__2__3__2,12__0__403__NBM__13__2__13__2
PARA2,1000,2,0,KPL__0__6416__RAIL____Total_Day_Count,250__0__403__UZM__710__710
6055,6017,2,240,1__1__462__TZM__208__1__208__1,23__0__417__TZM__111__2__111__2
8140,WATE1,2,0,170__0__461__TZM__601__1__601__1,HVL__1__3867__RAIL____Total_Day_Count
8251,TAIT1,2,0,120__1__472__TZM__415__1__415__1,HVL__1__3853__RAIL____Total_Day_Count
3000,3000,2,120,1__0__481__TZM__203__1__203__1,19__0__441__TZM__202__1__202__1
PORI2,2001,2,0,KPL__0__6430__RAIL____Total_Day_Count,226__0__419__TZM__301__1__301__1
2001,PORI1,2,0,220__0__449__TZM__302__1__302__1,KPL__1__6455__RAIL____Total_Day_Count
2003,PORI1,2,0,220__1__448__TZM__311__311,KPL__1__6455__RAIL____Total_Day_Count
WATE2,9165,2,0,HVL__0__3864__RAIL____Total_Day_Count,130__0__481__TZM__413__413
PORI2,2001,2,0,KPL__0__6436__RAIL____Total_Day_Count,220__0__425__TZM__309__1__309__1
3081,3081,2,120,19__0__441__TZM__202__1__202__1,1__1__492__TZM__204__1__204__1
8140,WATE1,2,0,160__1__428__TZM__604__1__604__1,HVL__1__3837__RAIL____Total_Day_Count
WATE2,9140,2,0,HVL__0__3858__RAIL____Total_Day_Count,160__0__447__TZM__603__1__603__1
3081,3081,2,120,60__1__422__MNM__2021__2021,1__1__446__TZM__104__1__104__1
2001,PORI1,2,0,226__0__433__TZM__304__1__304__1,KPL__1__6439__RAIL____Total_Day_Count
UPPE,8579,2,240,HVL__0__3844__RAIL____Total_Day_Count,110__0__449__TZM__509__509
PETO2,9001,2,0,HVL__0__3840__RAIL____Total_Day_Count,150__0__423__TZM__412__412
2002,PORI2,2,0,60__0__421__MNM__2031__2031,KPL__0__6438__RAIL____Total_Day_Count
UPPE,8579,2,240,HVL__0__3834__RAIL____Total_Day_Count,110__0__429__TZM__501__1__501__1
3000,3000,2,120,1__0__451__TZM__208__1__208__1,60__0__429__MNM__2041__2041
2003,PORI1,2,0,220__1__404__TZM__307__1__307__1,KPL__1__6411__RAIL____Total_Day_Count
2001,PORI1,2,0,220__0__405__TZM__303__1__303__1,KPL__1__6411__RAIL____Total_Day_Count
WATE2,9165,2,0,HVL__0__3834__RAIL____Total_Day_Count,150__0__415__TZM__412__412
PORI2,2003,2,0,KPL__0__6430__RAIL____Total_Day_Count,220__1__418__TZM__307__1__307__1
7720,6720,2,0,29__0__423__TZM__205__1__205__1,7__0__507__TZM__117__1__117__1
7700,7720,2,30,7__1__488__TZM__204__1__204__1,29__1__426__TZM__101__2__101__2
6720,7720,2,120,7__0__487__TZM__211__1__211__1,29__1__426__TZM__101__2__101__2
1810,FEAT,2,0,200__0__401__TZM__1002__1__1002__1,WRL__1__1613__RAIL____Total_Day_Count
8165,WATE1,2,0,130__1__430__TZM__410__410,HVL__1__3829__RAIL____Total_Day_Count
UPPE,8579,2,240,HVL__0__3852__RAIL____Total_Day_Count,111__0__445__TZM__504__1__504__1
TREN,9525,2,240,HVL__0__3818__RAIL____Total_Day_Count,114__1__402__TZM__504__1__504__1
PORI2,2001,2,0,KPL__0__6428__RAIL____Total_Day_Count,220__0__417__TZM__309__1__309__1
WATE2,9165,2,0,HVL__0__3860__RAIL____Total_Day_Count,150__0__437__TZM__418__418
9001,PETO1,2,0,150__1__412__TZM__406__1__406__1,HVL__1__3829__RAIL____Total_Day_Count
WATE2,9140,2,0,HVL__0__3854__RAIL____Total_Day_Count,170__0__447__TZM__603__1__603__1
3081,3081,2,120,19__0__439__TZM__210__1__210__1,1__1__488__TZM__207__1__207__1
8580,UPPE,2,240,110__1__408__TZM__508__508,HVL__1__3817__RAIL____Total_Day_Count
3081,3081,2,120,60__1__436__MNM__2041__2041,1__1__474__TZM__206__1__206__1
1001,PARA1,2,0,261__1__412__UZM__718__718,KPL__1__6439__RAIL____Total_Day_Count
PETO2,9001,2,0,HVL__0__3834__RAIL____Total_Day_Count,154__0__411__TZM__405__1__405__1
9416,SILV,2,240,115__0__415__TZM__507__507,HVL__1__3841__RAIL____Total_Day_Count
8140,WATE1,2,0,170__0__443__TZM__604__1__604__1,HVL__1__3851__RAIL____Total_Day_Count
PARA2,1000,2,0,KPL__0__6454__RAIL____Total_Day_Count,260__0__423__UZM__703__1__703__1
1001,PARA1,2,0,250__0__415__UZM__714__714,KPL__1__6443__RAIL____Total_Day_Count
7720,7700,2,60,29__0__429__TZM__101__2__101__2,7__1__496__TZM__203__1__203__1
4915,4915,2,0,21__1__416__NBM__26__2__26__2,22__1__416__NBM__10__2__10__2
1001,PARA1,2,0,261__1__404__UZM__720__720,KPL__1__6423__RAIL____Total_Day_Count
UPPE,8579,2,240,HVL__0__3858__RAIL____Total_Day_Count,110__0__475__TZM__510__510
WATE2,9140,2,0,HVL__0__3816__RAIL____Total_Day_Count,170__0__409__TZM__605__605
5915,5915,2,0,22__0__423__NBM__204__4__204__4,21__0__423__NBM__15__3__15__3
2003,PORI1,2,0,226__0__403__TZM__306__1__306__1,KPL__1__6411__RAIL____Total_Day_Count
9416,SILV,2,240,115__0__407__TZM__505__1__505__1,HVL__1__3825__RAIL____Total_Day_Count
PORI1,2002,2,0,KPL__1__6437__RAIL____Total_Day_Count,60__1__430__MNM__2071__2071
8140,WATE1,2,0,160__1__436__TZM__601__1__601__1,HVL__1__3845__RAIL____Total_Day_Count
PARA2,1000,2,0,KPL__0__6438__RAIL____Total_Day_Count,260__0__415__UZM__704__704
1001,PARA1,2,0,250__0__407__UZM__712__712,KPL__1__6427__RAIL____Total_Day_Count
PARA2,1000,2,0,KPL__0__6450__RAIL____Total_Day_Count,260__0__421__UZM__709__709
1001,PARA1,2,0,250__0__413__UZM__713__713,KPL__1__6439__RAIL____Total_Day_Count
8580,UPPE,2,240,110__1__484__TZM__503__1__503__1,HVL__1__3861__RAIL____Total_Day_Count
6224,6224,2,240,2__1__470__NBM__2__1__2__1,12__0__417__NBM__1__1__1__1
PORI1,2002,2,0,KPL__1__6425__RAIL____Total_Day_Count,60__1__418__MNM__2021__2021
PARA2,1000,2,0,KPL__0__6434__RAIL____Total_Day_Count,260__0__413__UZM__704__704
8140,WATE1,2,0,160__1__412__TZM__603__1__603__1,HVL__1__3821__RAIL____Total_Day_Count
1001,PARA1,2,0,250__0__405__UZM__710__710,KPL__1__6423__RAIL____Total_Day_Count
6720,7720,2,120,7__0__507__TZM__117__1__117__1,29__1__424__TZM__205__1__205__1
7700,7720,2,30,7__1__484__TZM__107__1__107__1,29__1__424__TZM__205__1__205__1
TAIT2,9251,2,0,HVL__0__3822__RAIL____Total_Day_Count,120__0__411__TZM__408__1__408__1
8140,WATE1,2,0,170__0__439__TZM__605__605,HVL__1__3847__RAIL____Total_Day_Count
5915,5915,2,0,22__0__419__NBM__204__4__204__4,21__0__419__NBM__201__4__201__4
4915,4915,2,0,22__1__430__NBM__204__4__204__4,21__1__430__NBM__202__4__202__4
8580,UPPE,2,240,110__1__490__TZM__403__1__403__1,HVL__1__3867__RAIL____Total_Day_Count
3000,3000,2,120,1__0__413__TZM__210__1__210__1,19__0__407__TZM__209__1__209__1
8165,WATE1,2,0,130__1__422__TZM__402__1__402__1,HVL__1__3825__RAIL____Total_Day_Count
4915,4915,2,0,21__1__418__NBM__200__1__200__1,22__1__418__NBM__202__4__202__4
UPPE,8579,2,240,HVL__0__3862__RAIL____Total_Day_Count,110__0__479__TZM__513__1__513__1
2003,PORI1,2,0,226__0__421__TZM__304__1__304__1,KPL__1__6429__RAIL____Total_Day_Count
9525,TREN,2,240,114__0__403__TZM__504__1__504__1,HVL__1__3817__RAIL____Total_Day_Count
9001,PETO1,2,0,150__1__406__TZM__404__1__404__1,HVL__1__3823__RAIL____Total_Day_Count
7720,7700,2,60,29__0__421__TZM__121__121,7__1__480__TZM__107__1__107__1
PORI2,2003,2,0,KPL__0__6444__RAIL____Total_Day_Count,220__1__432__TZM__311__311
3000,3000,2,120,1__0__433__TZM__202__1__202__1,19__0__417__TZM__102__1__102__1
PORI2,2001,2,0,KPL__0__6460__RAIL____Total_Day_Count,210__0__423__TZM__312__1__312__1
PORI2,2001,2,0,KPL__0__6444__RAIL____Total_Day_Count,226__0__433__TZM__304__1__304__1
4915,4915,2,0,22__1__420__NBM__17__2__17__2,21__1__420__NBM__31__2__31__2
9525,TREN,2,240,114__0__401__TZM__505__1__505__1,HVL__1__3813__RAIL____Total_Day_Count
1001,PARA1,2,0,261__1__418__UZM__714__714,KPL__1__6451__RAIL____Total_Day_Count
WAIK,1501,2,240,KPL__0__6436__RAIL____Total_Day_Count,290__0__407__UZM__717__717
WATE2,9165,2,0,HVL__0__3844__RAIL____Total_Day_Count,150__0__425__TZM__413__413
