from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
8580,UPPE,2,240,110__1__404__TZM__503__1__503__1,HVL__1__3813__RAIL____Total_Day_Count
8140,WATE1,2,0,170__0__411__TZM__601__1__601__1,HVL__1__3819__RAIL____Total_Day_Count
8140,WATE1,2,0,160__1__452__TZM__603__1__603__1,HVL__1__3861__RAIL____Total_Day_Count
3081,3081,2,120,60__1__404__MNM__2101__2101,1__1__410__TZM__201__1__201__1
WATE2,9165,2,0,HVL__0__3846__RAIL____Total_Day_Count,130__0__455__TZM__406__1__406__1
8251,TAIT1,2,0,120__1__428__TZM__419__419,HVL__1__3829__RAIL____Total_Day_Count
PARA2,1001,2,240,KPL__0__6454__RAIL____Total_Day_Count,261__0__421__UZM__711__711
2003,PORI1,2,0,220__1__420__TZM__309__1__309__1,KPL__1__6427__RAIL____Total_Day_Count
2001,PORI1,2,0,220__0__421__TZM__308__1__308__1,KPL__1__6427__RAIL____Total_Day_Count
7720,7700,2,60,29__0__415__TZM__106__1__106__1,7__1__456__TZM__207__1__207__1
WATE2,9140,2,0,HVL__0__3852__RAIL____Total_Day_Count,170__0__445__TZM__602__1__602__1
UPPE,8579,2,240,HVL__0__3850__RAIL____Total_Day_Count,112__0__419__TZM__502__1__502__1
6055,6017,2,240,1__1__414__TZM__111__2__111__2,23__0__405__TZM__119__1__119__1
2002,PORI2,2,0,60__0__445__MNM__2032__2032,KPL__0__6462__RAIL____Total_Day_Count
9001,PETO1,2,0,150__1__404__TZM__413__413,HVL__1__3819__RAIL____Total_Day_Count
WATE2,9165,2,0,HVL__0__3818__RAIL____Total_Day_Count,130__0__405__TZM__402__1__402__1
WAIK,1501,2,240,KPL__0__6440__RAIL____Total_Day_Count,280__0__415__UZM__702__1__702__1
WAIK,1501,2,240,KPL__0__6432__RAIL____Total_Day_Count,280__0__411__UZM__708__708
PORI1,2002,2,0,KPL__1__6445__RAIL____Total_Day_Count,60__1__438__MNM__2061__2061
WAIK,1501,2,240,KPL__0__6438__RAIL____Total_Day_Count,281__0__413__UZM__702__1__702__1
WAIK,1501,2,240,KPL__0__6430__RAIL____Total_Day_Count,281__0__409__UZM__708__708
8140,WATE1,2,0,170__0__437__TZM__603__1__603__1,HVL__1__3845__RAIL____Total_Day_Count
7026,7224,2,240,12__1__430__NBM__41__2__41__2,2__0__497__NBM__3__2__3__2
8165,WATE1,2,0,130__1__472__TZM__605__605,HVL__1__3853__RAIL____Total_Day_Count
2002,PORI1,2,0,230__1__404__TZM__301__1__301__1,KPL__1__6415__RAIL____Total_Day_Count
9001,PETO1,2,0,154__0__413__TZM__413__413,HVL__1__3839__RAIL____Total_Day_Count
WATE2,9140,2,0,HVL__0__3818__RAIL____Total_Day_Count,160__0__407__TZM__603__1__603__1
2001,PORI1,2,0,220__0__455__TZM__303__1__303__1,KPL__1__6461__RAIL____Total_Day_Count
PARA2,1001,2,240,KPL__0__6446__RAIL____Total_Day_Count,261__0__417__UZM__714__714
PARA2,1001,2,240,KPL__0__6438__RAIL____Total_Day_Count,261__0__413__UZM__718__718
3000,3000,2,120,1__0__495__TZM__216__216,60__0__451__MNM__2042__2042
PORI2,2001,2,0,KPL__0__6412__RAIL____Total_Day_Count,220__0__401__TZM__304__1__304__1
8140,WATE1,2,0,160__1__458__TZM__409__1__409__1,HVL__1__3867__RAIL____Total_Day_Count
1501,WAIK,2,240,280__0__429__UZM__715__715,KPL__1__6467__RAIL____Total_Day_Count
2003,PORI1,2,0,226__0__453__TZM__307__1__307__1,KPL__1__6461__RAIL____Total_Day_Count
UPPE,8579,2,240,HVL__0__3842__RAIL____Total_Day_Count,112__0__415__TZM__502__1__502__1
UPPE,8579,2,240,HVL__0__3834__RAIL____Total_Day_Count,112__0__411__TZM__505__1__505__1
9001,PETO1,2,0,154__0__415__TZM__410__410,HVL__1__3843__RAIL____Total_Day_Count
WAIK,1501,2,240,KPL__0__6424__RAIL____Total_Day_Count,280__0__407__UZM__708__708
8580,UPPE,2,240,110__1__416__TZM__503__1__503__1,HVL__1__3823__RAIL____Total_Day_Count
3000,3000,2,120,1__0__497__TZM__207__1__207__1,19__0__445__TZM__119__1__119__1
2001,PORI1,2,0,220__0__451__TZM__310__310,KPL__1__6457__RAIL____Total_Day_Count
PETO2,9001,2,0,HVL__0__3818__RAIL____Total_Day_Count,150__0__403__TZM__404__1__404__1
8140,WATE1,2,0,160__1__406__TZM__601__1__601__1,HVL__1__3815__RAIL____Total_Day_Count
8140,WATE1,2,0,160__1__430__TZM__602__1__602__1,HVL__1__3839__RAIL____Total_Day_Count
9001,PETO1,2,0,150__1__422__TZM__410__410,HVL__1__3839__RAIL____Total_Day_Count
PETO2,9001,2,0,HVL__0__3846__RAIL____Total_Day_Count,150__0__429__TZM__418__418
WATE2,9140,2,0,HVL__0__3860__RAIL____Total_Day_Count,160__0__449__TZM__409__1__409__1
2002,PORI1,2,0,236__1__416__TZM__306__1__306__1,KPL__1__6443__RAIL____Total_Day_Count
2002,PORI1,2,0,236__1__412__TZM__306__1__306__1,KPL__1__6435__RAIL____Total_Day_Count
2002,PORI1,2,0,230__1__400__TZM__301__1__301__1,KPL__1__6409__RAIL____Total_Day_Count
UPPE,8579,2,240,HVL__0__3846__RAIL____Total_Day_Count,110__0__453__TZM__510__510
2002,PORI2,2,0,60__0__427__MNM__2071__2071,KPL__0__6444__RAIL____Total_Day_Count
PARA2,1001,2,240,KPL__0__6430__RAIL____Total_Day_Count,261__0__409__UZM__718__718
3081,3081,2,120,60__1__424__MNM__2031__2031,1__1__450__TZM__210__1__210__1
WATE2,9165,2,0,HVL__0__3828__RAIL____Total_Day_Count,130__0__419__TZM__410__410
2003,PORI1,2,0,210__1__424__TZM__312__1__312__1,KPL__1__6455__RAIL____Total_Day_Count
UPPE,8579,2,240,HVL__0__3826__RAIL____Total_Day_Count,112__0__407__TZM__502__1__502__1
8165,WATE1,2,0,150__1__436__TZM__413__413,HVL__1__3853__RAIL____Total_Day_Count
3000,3000,2,120,1__0__441__TZM__206__1__206__1,19__0__421__TZM__114__1__114__1
2003,PORI1,2,0,226__0__443__TZM__303__1__303__1,KPL__1__6451__RAIL____Total_Day_Count
PORI2,2001,2,0,KPL__0__6464__RAIL____Total_Day_Count,226__0__453__TZM__307__1__307__1
3081,3081,2,120,60__1__408__MNM__2101__2101,1__1__418__TZM__202__1__202__1
2003,PORI1,2,0,226__0__431__TZM__301__1__301__1,KPL__1__6439__RAIL____Total_Day_Count
WATE2,9140,2,0,HVL__0__3828__RAIL____Total_Day_Count,160__0__417__TZM__603__1__603__1
PORI1,2002,2,0,KPL__1__6435__RAIL____Total_Day_Count,60__1__428__MNM__2031__2031
UPPE,8579,2,240,HVL__0__3856__RAIL____Total_Day_Count,110__0__473__TZM__403__1__403__1
8165,WATE1,2,0,130__1__434__TZM__402__1__402__1,HVL__1__3831__RAIL____Total_Day_Count
1501,WAIK,2,240,290__0__409__UZM__717__717,KPL__1__6451__RAIL____Total_Day_Count
WATE2,9140,2,0,HVL__0__3856__RAIL____Total_Day_Count,170__0__449__TZM__409__1__409__1
9001,PETO1,2,0,150__1__418__TZM__413__413,HVL__1__3835__RAIL____Total_Day_Count
2002,PORI1,2,0,236__1__408__TZM__310__310,KPL__1__6427__RAIL____Total_Day_Count
3081,3081,2,120,19__0__427__TZM__214__214,1__1__464__TZM__116__1__116__1
9001,PETO1,2,0,154__0__417__TZM__404__1__404__1,HVL__1__3847__RAIL____Total_Day_Count
PETO2,9001,2,0,HVL__0__3834__RAIL____Total_Day_Count,150__0__417__TZM__410__410
9001,PETO1,2,0,154__0__401__TZM__404__1__404__1,HVL__1__3813__RAIL____Total_Day_Count
WAIK,1501,2,240,KPL__0__6450__RAIL____Total_Day_Count,281__0__419__UZM__719__719
WAIK,1501,2,240,KPL__0__6442__RAIL____Total_Day_Count,281__0__415__UZM__702__1__702__1
8580,UPPE,2,240,111__0__451__TZM__507__507,HVL__1__3859__RAIL____Total_Day_Count
2001,PORI1,2,0,220__0__433__TZM__309__1__309__1,KPL__1__6439__RAIL____Total_Day_Count
2003,PORI1,2,0,220__1__432__TZM__311__311,KPL__1__6439__RAIL____Total_Day_Count
PORI2,2003,2,0,KPL__0__6464__RAIL____Total_Day_Count,220__1__452__TZM__302__1__302__1
TAIT2,9251,2,0,HVL__0__3862__RAIL____Total_Day_Count,120__0__479__TZM__417__417
WATE2,9140,2,0,HVL__0__3842__RAIL____Total_Day_Count,160__0__431__TZM__601__1__601__1
WATE2,9165,2,0,HVL__0__3848__RAIL____Total_Day_Count,150__0__429__TZM__418__418
9001,PETO1,2,0,154__0__419__TZM__406__1__406__1,HVL__1__3851__RAIL____Total_Day_Count
8251,TAIT1,2,0,120__1__482__TZM__417__417,HVL__1__3865__RAIL____Total_Day_Count
3000,3000,2,120,1__0__455__TZM__202__1__202__1,60__0__431__MNM__2052__2052
1501,WAIK,2,240,280__0__427__UZM__715__715,KPL__1__6465__RAIL____Total_Day_Count
PORI2,2003,2,0,KPL__0__6424__RAIL____Total_Day_Count,220__1__412__TZM__309__1__309__1
WAIK,1501,2,240,KPL__0__6420__RAIL____Total_Day_Count,290__0__403__UZM__716__716
PORI2,2003,2,0,KPL__0__6452__RAIL____Total_Day_Count,226__0__439__TZM__310__310
WATE2,9165,2,0,HVL__0__3816__RAIL____Total_Day_Count,150__0__401__TZM__405__1__405__1
PETO2,9001,2,0,HVL__0__3824__RAIL____Total_Day_Count,150__0__407__TZM__406__1__406__1
4915,4915,2,0,22__1__426__NBM__204__4__204__4,21__1__426__NBM__15__3__15__3
8140,WATE1,2,0,160__1__418__TZM__604__1__604__1,HVL__1__3827__RAIL____Total_Day_Count
2002,PORI2,2,0,60__0__413__MNM__2101__2101,KPL__0__6430__RAIL____Total_Day_Count
WATE2,9165,2,0,HVL__0__3850__RAIL____Total_Day_Count,150__0__431__TZM__412__412
TAIT2,9251,2,0,HVL__0__3828__RAIL____Total_Day_Count,120__0__421__TZM__419__419
WATE2,9140,2,0,HVL__0__3850__RAIL____Total_Day_Count,160__0__439__TZM__409__1__409__1
8140,WATE1,2,0,170__0__403__TZM__604__1__604__1,HVL__1__3811__RAIL____Total_Day_Count
1001,PARA1,2,0,260__1__416__UZM__709__709,KPL__1__6447__RAIL____Total_Day_Count
PORI2,2002,2,0,KPL__0__6448__RAIL____Total_Day_Count,230__0__419__TZM__308__1__308__1
8297,TAIT1,2,0,121__1__410__TZM__407__1__407__1,HVL__1__3833__RAIL____Total_Day_Count
7730,7730,2,120,27__0__421__TZM__109__2__109__2,7__1__502__TZM__117__1__117__1
3081,3081,2,120,60__1__432__MNM__2041__2041,1__1__466__TZM__202__1__202__1
1501,WAIK,2,240,280__0__419__UZM__719__719,KPL__1__6451__RAIL____Total_Day_Count
2001,PORI1,2,0,220__0__423__TZM__302__1__302__1,KPL__1__6429__RAIL____Total_Day_Count
1001,PARA1,2,0,260__1__408__UZM__721__721,KPL__1__6431__RAIL____Total_Day_Count
UPPE,8579,2,240,HVL__0__3820__RAIL____Total_Day_Count,111__0__413__TZM__504__1__504__1
WATE2,9165,2,0,HVL__0__3840__RAIL____Total_Day_Count,150__0__421__TZM__418__418
PORI2,2002,2,0,KPL__0__6432__RAIL____Total_Day_Count,230__0__411__TZM__303__1__303__1
7730,7730,2,120,27__0__413__TZM__121__121,7__1__450__TZM__113__1__113__1
7730,7730,2,120,27__0__431__TZM__205__1__205__1,7__1__500__TZM__203__1__203__1
2002,PORI1,2,0,236__1__428__TZM__304__1__304__1,KPL__1__6465__RAIL____Total_Day_Count
2001,PORI1,2,0,220__0__445__TZM__305__1__305__1,KPL__1__6451__RAIL____Total_Day_Count
2003,PORI1,2,0,220__1__442__TZM__302__1__302__1,KPL__1__6451__RAIL____Total_Day_Count
8140,WATE1,2,0,160__1__456__TZM__602__1__602__1,HVL__1__3865__RAIL____Total_Day_Count
1501,WAIK,2,240,280__0__411__UZM__708__708,KPL__1__6435__RAIL____Total_Day_Count
8140,WATE1,2,0,160__1__424__TZM__605__605,HVL__1__3833__RAIL____Total_Day_Count
1501,WAIK,2,240,280__0__417__UZM__702__1__702__1,KPL__1__6447__RAIL____Total_Day_Count
5915,5915,2,0,21__0__415__NBM__200__1__200__1,22__0__415__NBM__202__4__202__4
SILV,8416,2,240,HVL__0__3852__RAIL____Total_Day_Count,115__0__421__TZM__505__1__505__1
4915,4915,2,0,21__1__426__NBM__15__3__15__3,22__1__426__NBM__204__4__204__4
7026,7224,2,240,12__1__418__NBM__25__3__25__3,2__0__461__NBM__20__2__20__2
4915,4915,2,0,22__1__432__NBM__31__2__31__2,21__1__432__NBM__203__4__203__4
8165,WATE1,2,0,130__1__450__TZM__414__414,HVL__1__3839__RAIL____Total_Day_Count
7730,7730,2,120,27__0__405__TZM__105__1__105__1,7__1__418__TZM__111__2__111__2
5915,5915,2,0,22__0__401__NBM__11__2__11__2,21__0__401__NBM__19__2__19__2
8580,UPPE,2,240,110__1__468__TZM__509__509,HVL__1__3849__RAIL____Total_Day_Count
WATE2,9140,2,0,HVL__0__3830__RAIL____Total_Day_Count,160__0__419__TZM__605__605
7700,7720,2,30,7__1__440__TZM__113__1__113__1,29__1__412__TZM__118__1__118__1
6720,7720,2,120,7__0__439__TZM__111__2__111__2,29__1__412__TZM__118__1__118__1
WATE2,9165,2,0,HVL__0__3860__RAIL____Total_Day_Count,130__0__475__TZM__413__413
3000,3000,2,120,1__0__445__TZM__120__120,19__0__423__TZM__209__1__209__1
5915,5915,2,0,22__0__429__NBM__31__2__31__2,21__0__429__NBM__203__4__203__4
1501,WAIK,2,240,280__0__409__UZM__708__708,KPL__1__6431__RAIL____Total_Day_Count
6720,7720,2,120,7__0__401__TZM__204__1__204__1,29__1__400__TZM__106__1__106__1
7700,7720,2,30,7__1__400__TZM__203__1__203__1,29__1__400__TZM__106__1__106__1
SILV,8416,2,240,HVL__0__3836__RAIL____Total_Day_Count,115__0__413__TZM__507__507
WATE2,9140,2,0,HVL__0__3846__RAIL____Total_Day_Count,170__0__439__TZM__605__605
2003,PORI1,2,0,220__1__456__TZM__303__1__303__1,KPL__1__6465__RAIL____Total_Day_Count
2001,PORI1,2,0,220__0__459__TZM__312__1__312__1,KPL__1__6465__RAIL____Total_Day_Count
UPPE,8579,2,240,HVL__0__3832__RAIL____Total_Day_Count,110__0__425__TZM__513__1__513__1
PORI2,2001,2,0,KPL__0__6444__RAIL____Total_Day_Count,220__0__433__TZM__309__1__309__1
5915,5915,2,0,22__0__409__NBM__26__2__26__2,21__0__409__NBM__14__2__14__2
8165,WATE1,2,0,150__1__426__TZM__418__418,HVL__1__3841__RAIL____Total_Day_Count
PETO2,9001,2,0,HVL__0__3838__RAIL____Total_Day_Count,150__0__421__TZM__418__418
TAIT2,9251,2,0,HVL__0__3834__RAIL____Total_Day_Count,120__0__433__TZM__416__416
3081,3081,2,120,60__1__430__MNM__2071__2071,1__1__462__TZM__208__1__208__1
2002,PORI1,2,0,230__1__420__TZM__308__1__308__1,KPL__1__6447__RAIL____Total_Day_Count
PORI2,2003,2,0,KPL__0__6432__RAIL____Total_Day_Count,220__1__420__TZM__309__1__309__1
5915,5915,2,0,21__0__441__NBM__205__4__205__4,22__0__441__NBM__30__2__30__2
PETO2,9001,2,0,HVL__0__3814__RAIL____Total_Day_Count,150__0__401__TZM__405__1__405__1
WATE2,9165,2,0,HVL__0__3858__RAIL____Total_Day_Count,130__0__473__TZM__415__1__415__1
PORI2,2001,2,0,KPL__0__6432__RAIL____Total_Day_Count,226__0__421__TZM__304__1__304__1
3000,3000,2,120,1__0__439__TZM__215__215,60__0__423__MNM__2012__2012
PORI2,2002,2,0,KPL__0__6464__RAIL____Total_Day_Count,236__0__423__TZM__305__1__305__1
5915,5915,2,0,22__0__427__NBM__204__4__204__4,21__0__427__NBM__202__4__202__4
1501,WAIK,2,240,290__0__401__UZM__716__716,KPL__1__6421__RAIL____Total_Day_Count
7026,7224,2,240,12__1__440__NBM__33__2__33__2,2__0__533__NBM__29__3__29__3
7720,7700,2,60,29__0__407__TZM__118__1__118__1,7__1__424__TZM__213__1__213__1
5915,5915,2,0,21__0__445__NBM__200__1__200__1,22__0__445__NBM__29__3__29__3
8140,WATE1,2,0,160__1__442__TZM__603__1__603__1,HVL__1__3851__RAIL____Total_Day_Count
4915,4915,2,0,21__1__432__NBM__203__4__203__4,22__1__432__NBM__31__2__31__2
5915,5915,2,0,22__0__449__NBM__29__3__29__3,21__0__449__NBM__8__2__8__2
1810,FEAT,2,0,200__0__105__TZM__1006__1006,WRL__1__1693__RAIL____Total_Day_Count
8165,WATE1,2,0,150__1__414__TZM__404__1__404__1,HVL__1__3829__RAIL____Total_Day_Count
2002,PORI2,2,0,60__0__435__MNM__2061__2061,KPL__0__6452__RAIL____Total_Day_Count
5915,5915,2,0,22__0__403__NBM__26__2__26__2,21__0__403__NBM__19__2__19__2
WATE2,9140,2,0,HVL__0__3832__RAIL____Total_Day_Count,170__0__425__TZM__602__1__602__1
1001,PARA1,2,0,260__1__414__UZM__704__704,KPL__1__6443__RAIL____Total_Day_Count
PORI2,2002,2,0,KPL__0__6444__RAIL____Total_Day_Count,230__0__417__TZM__308__1__308__1
9001,PETO1,2,0,150__1__402__TZM__410__410,HVL__1__3815__RAIL____Total_Day_Count
8297,TAIT1,2,0,121__1__408__TZM__401__1__401__1,HVL__1__3829__RAIL____Total_Day_Count
3081,3081,2,120,19__0__449__TZM__104__1__104__1,1__1__508__TZM__113__1__113__1
7730,7730,2,120,27__0__419__TZM__101__2__101__2,7__1__474__TZM__117__1__117__1
3000,3000,2,120,1__0__473__TZM__208__1__208__1,19__0__437__TZM__210__1__210__1
TAIT2,9251,2,0,HVL__0__3852__RAIL____Total_Day_Count,120__0__469__TZM__415__1__415__1
2003,PORI1,2,0,226__0__423__TZM__302__1__302__1,KPL__1__6431__RAIL____Total_Day_Count
1001,PARA1,2,0,260__1__406__UZM__701__1__701__1,KPL__1__6427__RAIL____Total_Day_Count
UPPE,8579,2,240,HVL__0__3816__RAIL____Total_Day_Count,111__0__409__TZM__505__1__505__1
PORI2,2002,2,0,KPL__0__6428__RAIL____Total_Day_Count,230__0__409__TZM__303__1__303__1
7026,7224,2,240,12__1__438__NBM__13__2__13__2,2__0__521__NBM__5__2__5__2
1001,PARA1,2,0,260__1__412__UZM__704__704,KPL__1__6439__RAIL____Total_Day_Count
7730,7730,2,120,27__0__411__TZM__110__1__110__1,7__1__442__TZM__107__1__107__1
PORI2,2003,2,0,KPL__0__6472__RAIL____Total_Day_Count,220__1__460__TZM__303__1__303__1
8297,TAIT1,2,0,121__1__406__TZM__407__1__407__1,HVL__1__3825__RAIL____Total_Day_Count
7730,7730,2,120,27__0__417__TZM__108__1__108__1,7__1__466__TZM__207__1__207__1
8165,WATE1,2,0,130__1__480__TZM__413__413,HVL__1__3861__RAIL____Total_Day_Count
6720,7720,2,120,7__0__463__TZM__119__1__119__1,29__1__418__TZM__121__121
7700,7720,2,30,7__1__464__TZM__117__1__117__1,29__1__418__TZM__121__121
1501,WAIK,2,240,280__0__415__UZM__702__1__702__1,KPL__1__6443__RAIL____Total_Day_Count
SILV,8416,2,240,HVL__0__3848__RAIL____Total_Day_Count,115__0__419__TZM__502__1__502__1
8140,WATE1,2,0,160__1__408__TZM__604__1__604__1,HVL__1__3817__RAIL____Total_Day_Count
8140,WATE1,2,0,170__0__427__TZM__603__1__603__1,HVL__1__3835__RAIL____Total_Day_Count
2002,PORI2,2,0,60__0__403__MNM__2091__2091,KPL__0__6420__RAIL____Total_Day_Count
TAIT2,9251,2,0,HVL__0__3818__RAIL____Total_Day_Count,120__0__407__TZM__408__1__408__1
6720,7720,2,120,7__0__431__TZM__111__2__111__2,29__1__410__TZM__115__1__115__1
7700,7720,2,30,7__1__432__TZM__213__1__213__1,29__1__410__TZM__115__1__115__1
8140,WATE1,2,0,170__0__449__TZM__409__1__409__1,HVL__1__3857__RAIL____Total_Day_Count
3000,3000,2,120,1__0__425__TZM__103__1__103__1,19__0__413__TZM__214__214
6720,7720,2,120,7__0__455__TZM__113__1__113__1,29__1__416__TZM__106__1__106__1
7700,7720,2,30,7__1__456__TZM__207__1__207__1,29__1__416__TZM__106__1__106__1
1501,WAIK,2,240,280__0__407__UZM__708__708,KPL__1__6427__RAIL____Total_Day_Count
2001,PORI1,2,0,220__0__441__TZM__309__1__309__1,KPL__1__6447__RAIL____Total_Day_Count
2003,PORI1,2,0,220__1__440__TZM__305__1__305__1,KPL__1__6447__RAIL____Total_Day_Count
SILV,8416,2,240,HVL__0__3832__RAIL____Total_Day_Count,115__0__411__TZM__502__1__502__1
5915,5915,2,0,22__0__405__NBM__26__2__26__2,21__0__405__NBM__14__2__14__2
PORI1,2002,2,0,KPL__1__6415__RAIL____Total_Day_Count,60__1__408__MNM__2101__2101
SILV,8416,2,240,HVL__0__3844__RAIL____Total_Day_Count,115__0__417__TZM__504__1__504__1
TAIT2,9251,2,0,HVL__0__3848__RAIL____Total_Day_Count,120__0__461__TZM__408__1__408__1
8580,UPPE,2,240,110__1__420__TZM__506__1__506__1,HVL__1__3825__RAIL____Total_Day_Count
7720,6720,2,0,29__0__421__TZM__121__121,7__0__503__TZM__117__1__117__1
8580,UPPE,2,240,110__1__460__TZM__506__1__506__1,HVL__1__3845__RAIL____Total_Day_Count
5915,5915,2,0,21__0__401__NBM__19__2__19__2,22__0__401__NBM__11__2__11__2
WATE2,9165,2,0,HVL__0__3830__RAIL____Total_Day_Count,130__0__423__TZM__402__1__402__1
WATE2,9165,2,0,HVL__0__3830__RAIL____Total_Day_Count,150__0__411__TZM__415__1__415__1
3000,3000,2,120,1__0__467__TZM__112__1__112__1,60__0__437__MNM__2102__2102
5915,5915,2,0,22__0__441__NBM__30__2__30__2,21__0__441__NBM__205__4__205__4
UPPE,8579,2,240,HVL__0__3840__RAIL____Total_Day_Count,110__0__441__TZM__506__1__506__1
3081,3081,2,120,60__1__410__MNM__2111__2111,1__1__422__TZM__114__1__114__1
PORI2,2001,2,0,KPL__0__6452__RAIL____Total_Day_Count,220__0__441__TZM__309__1__309__1
2003,PORI1,2,0,210__1__422__TZM__312__1__312__1,KPL__1__6451__RAIL____Total_Day_Count
7720,6720,2,0,29__0__419__TZM__110__1__110__1,7__0__471__TZM__207__1__207__1
5915,5915,2,0,21__0__409__NBM__14__2__14__2,22__0__409__NBM__26__2__26__2
3081,3081,2,120,60__1__416__MNM__2101__2101,1__1__434__TZM__212__1__212__1
8580,UPPE,2,240,111__0__447__TZM__504__1__504__1,HVL__1__3855__RAIL____Total_Day_Count
WAIK,1501,2,240,KPL__0__6466__RAIL____Total_Day_Count,280__0__429__UZM__715__715
5915,5915,2,0,21__0__429__NBM__203__4__203__4,22__0__429__NBM__31__2__31__2
3081,3081,2,120,19__0__435__TZM__210__1__210__1,1__1__480__TZM__212__1__212__1
WATE2,9165,2,0,HVL__0__3854__RAIL____Total_Day_Count,130__0__469__TZM__417__417
7720,7700,2,60,29__0__413__TZM__108__1__108__1,7__1__448__TZM__119__1__119__1
7026,7224,2,240,12__1__454__NBM__15__3__15__3,2__0__551__NBM__3__2__3__2
PORI2,2002,2,0,KPL__0__6440__RAIL____Total_Day_Count,230__0__415__TZM__308__1__308__1
1001,PARA1,2,0,260__1__418__UZM__709__709,KPL__1__6451__RAIL____Total_Day_Count
2003,PORI1,2,0,226__0__405__TZM__308__1__308__1,KPL__1__6413__RAIL____Total_Day_Count
8140,WATE1,2,0,160__1__438__TZM__604__1__604__1,HVL__1__3847__RAIL____Total_Day_Count
2001,PORI1,2,0,226__0__405__TZM__308__1__308__1,KPL__1__6411__RAIL____Total_Day_Count
UPPE,8579,2,240,HVL__0__3826__RAIL____Total_Day_Count,110__0__413__TZM__510__510
5915,5915,2,0,22__0__415__NBM__202__4__202__4,21__0__415__NBM__200__1__200__1
5915,5915,2,0,21__0__427__NBM__202__4__202__4,22__0__427__NBM__204__4__204__4
PARA2,1000,2,0,KPL__0__6460__RAIL____Total_Day_Count,260__0__425__UZM__703__1__703__1
8140,WATE1,2,0,170__0__413__TZM__604__1__604__1,HVL__1__3821__RAIL____Total_Day_Count
6224,6224,2,240,2__1__476__NBM__20__2__20__2,12__0__419__NBM__30__2__30__2
1001,PARA1,2,0,260__1__404__UZM__701__1__701__1,KPL__1__6423__RAIL____Total_Day_Count
1001,PARA1,2,0,260__1__410__UZM__721__721,KPL__1__6435__RAIL____Total_Day_Count
PORI2,2002,2,0,KPL__0__6436__RAIL____Total_Day_Count,230__0__413__TZM__303__1__303__1
7730,7730,2,120,27__0__409__TZM__101__2__101__2,7__1__434__TZM__111__2__111__2
5915,5915,2,0,21__0__403__NBM__19__2__19__2,22__0__403__NBM__26__2__26__2
7730,7730,2,120,27__0__415__TZM__118__1__118__1,7__1__458__TZM__119__1__119__1
5915,5915,2,0,21__0__449__NBM__8__2__8__2,22__0__449__NBM__29__3__29__3
6224,6224,2,240,2__1__542__NBM__1__1__1__1,12__0__447__NBM__24__2__24__2
6224,6224,2,240,2__1__544__NBM__17__2__17__2,12__0__447__NBM__24__2__24__2
7720,6720,2,0,29__0__407__TZM__118__1__118__1,7__0__423__TZM__111__2__111__2
8580,UPPE,2,240,112__1__422__TZM__504__1__504__1,HVL__1__3859__RAIL____Total_Day_Count
1501,WAIK,2,240,280__0__413__UZM__702__1__702__1,KPL__1__6439__RAIL____Total_Day_Count
7700,7720,2,30,7__1__408__TZM__203__1__203__1,29__1__404__TZM__106__1__106__1
6720,7720,2,120,7__0__409__TZM__208__1__208__1,29__1__404__TZM__106__1__106__1
2002,PORI2,2,0,60__0__401__MNM__2091__2091,KPL__0__6416__RAIL____Total_Day_Count
5915,5915,2,0,22__0__445__NBM__29__3__29__3,21__0__445__NBM__200__1__200__1
7730,7730,2,120,27__0__407__TZM__109__2__109__2,7__1__426__TZM__111__2__111__2
PORI1,2002,2,0,KPL__1__6447__RAIL____Total_Day_Count,60__1__440__MNM__2102__2102
9001,PETO1,2,0,150__1__408__TZM__415__1__415__1,HVL__1__3825__RAIL____Total_Day_Count
3081,3081,2,120,19__0__433__TZM__210__1__210__1,1__1__476__TZM__215__215
7700,7720,2,30,7__1__424__TZM__213__1__213__1,29__1__408__TZM__118__1__118__1
6720,7720,2,120,7__0__423__TZM__111__2__111__2,29__1__408__TZM__118__1__118__1
WATE2,9140,2,0,HVL__0__3822__RAIL____Total_Day_Count,170__0__415__TZM__602__1__602__1
PARA2,1001,2,240,KPL__0__6460__RAIL____Total_Day_Count,262__0__425__UZM__705__705
PORI2,2003,2,0,KPL__0__6446__RAIL____Total_Day_Count,220__1__434__TZM__304__1__304__1
7026,7224,2,240,12__1__406__NBM__14__2__14__2,2__0__425__NBM__12__2__12__2
7026,7224,2,240,12__1__424__NBM__21__2__21__2,2__0__479__NBM__12__2__12__2
7700,7720,2,30,7__1__448__TZM__119__1__119__1,29__1__414__TZM__108__1__108__1
6720,7720,2,120,7__0__447__TZM__107__1__107__1,29__1__414__TZM__108__1__108__1
3000,3000,2,120,1__0__457__TZM__104__1__104__1,19__0__429__TZM__214__214
1501,WAIK,2,240,280__0__405__UZM__706__706,KPL__1__6423__RAIL____Total_Day_Count
PORI2,2003,2,0,KPL__0__6444__RAIL____Total_Day_Count,226__0__431__TZM__301__1__301__1
SILV,8416,2,240,HVL__0__3828__RAIL____Total_Day_Count,115__0__409__TZM__504__1__504__1
6720,7720,2,120,7__0__405__TZM__204__1__204__1,29__1__402__TZM__205__1__205__1
7700,7720,2,30,7__1__404__TZM__203__1__203__1,29__1__402__TZM__205__1__205__1
WATE2,9140,2,0,HVL__0__3854__RAIL____Total_Day_Count,160__0__443__TZM__412__412
